Subject left_Lateral-nucleus left_Basal-nucleus left_Accessory-Basal-nucleus left_Anterior-amygdaloid-area-AAA left_Central-nucleus left_Medial-nucleus left_Cortical-nucleus left_Corticoamygdaloid-transitio left_Paralaminar-nucleus left_Whole_amygdala right_Lateral-nucleus right_Basal-nucleus right_Accessory-Basal-nucleus right_Anterior-amygdaloid-area-AAA right_Central-nucleus right_Medial-nucleus right_Cortical-nucleus right_Corticoamygdaloid-transitio right_Paralaminar-nucleus right_Whole_amygdala
T1_1331.long.1331 686.926297 496.740269 308.809567 61.086785 58.764307 22.479842 23.076805 192.064222 56.099108 1906.047204 707.222217 501.029066 308.195413 67.213431 63.730460 28.732789 29.262253 180.729134 57.063258 1943.178021
T1_1343.long.1343 620.382265 429.815664 282.309285 56.484658 46.337052 28.978459 33.789463 200.765831 48.832041 1747.694717 681.034595 459.596664 301.227175 60.783044 53.915823 30.945738 33.334406 208.202557 56.427382 1885.467383
T1_1361.long.1361 607.992468 442.069882 306.445653 53.381286 62.915221 29.501272 33.616737 180.234251 49.508190 1765.664962 638.368260 430.687112 272.755818 56.411255 60.772933 26.951516 27.527901 178.098881 48.532739 1740.106415
T1_1428.long.1428 865.980970 579.507251 313.995020 72.739648 53.291448 22.812363 23.858163 238.731385 68.869704 2239.785950 750.041974 589.337208 307.571892 67.188553 66.243753 18.382168 20.577848 190.018919 61.518298 2070.880614
T1_1430.long.1430 674.937153 438.078389 278.112812 63.416272 49.799616 27.694249 30.382600 173.311488 52.675410 1788.407989 723.656886 435.910357 265.966268 55.328067 40.916130 17.964201 28.770893 180.317151 48.491378 1797.321331
T1_1460.long.1460 730.642935 472.973037 297.629621 60.141942 58.813361 33.736533 32.099952 201.326324 49.597230 1936.960934 790.271489 501.337168 311.239355 62.740077 58.858762 28.726025 33.633030 204.599797 54.544110 2045.949811
T1_1482.long.1482 739.905657 410.915182 278.745560 44.481055 61.208869 26.443821 28.058881 170.464958 47.237404 1807.461389 741.751106 408.415894 269.782035 55.328295 52.175954 26.454028 34.139752 166.349705 45.210977 1799.607746
T1_1498.long.1498 625.941608 488.033190 291.273909 59.801048 56.113229 28.532264 30.034676 184.363543 52.894831 1816.988298 649.859448 480.749260 306.251422 65.724888 50.975788 26.051352 30.790667 181.992065 48.233399 1840.628290
T1_1513.long.1513 670.243732 457.922030 280.871268 57.052136 55.506809 30.589520 28.683872 188.898512 52.443679 1822.211558 691.448885 477.101456 262.180062 56.838871 51.567277 27.514116 26.087507 187.404510 55.169312 1835.311995
T1_1519.long.1519 578.191530 416.171515 292.023991 41.977328 54.199821 25.091104 29.357183 218.430035 51.817288 1707.259796 623.256100 409.094266 299.956169 43.782753 51.517045 23.990805 30.176207 218.281128 49.813629 1749.868102
T1_1619.long.1619 656.400521 437.480798 268.806037 43.698745 55.714553 24.708475 26.657307 157.360542 52.065111 1722.892090 656.534620 413.672308 297.463381 61.572639 61.948197 21.571991 27.598612 158.392552 49.051516 1747.805817
T1_1632.long.1632 626.835535 418.767523 207.042780 51.849012 43.161633 17.179427 16.552648 136.146683 48.527919 1566.063160 611.867328 393.594842 263.799517 52.080455 42.191646 18.034451 26.661186 155.641324 41.892144 1605.762893
T1_1716.long.1716 555.703794 453.517974 306.875790 52.238807 53.470217 23.946684 32.023597 192.013054 47.589081 1717.378998 614.619057 461.839700 316.541810 50.207271 54.794265 24.945617 34.633246 193.337608 45.875366 1796.793940
T1_1718.long.1718 575.409329 392.712261 264.554765 41.534934 47.226658 16.472246 23.115263 150.695138 44.789957 1556.510550 580.637515 390.499454 284.503638 49.883563 48.541211 18.448363 25.731063 155.571221 40.673482 1594.489509
T1_1750.long.1750 613.717418 413.440185 254.199243 54.293757 54.797583 34.902723 25.899805 166.545134 43.184530 1660.980378 600.156970 391.433302 263.527007 48.677307 52.443836 34.115736 28.811950 182.090953 44.135620 1645.392683
T1_1766.long.1766 604.724749 417.695522 281.770969 56.162248 52.752742 25.917685 29.834125 159.291684 44.665929 1672.815653 640.387820 413.112993 259.011684 50.451114 50.361160 21.457647 28.607808 160.800968 45.207037 1669.398231
T1_1775.long.1775 669.452709 450.617025 291.244842 57.415674 58.951818 30.918404 31.778729 192.586250 47.773053 1830.738503 670.452595 463.394756 290.183109 66.148742 61.891767 33.982384 34.150712 190.894145 49.322455 1860.420665
T1_1800.long.1800 696.693582 452.027497 299.447979 61.494172 57.847376 35.572321 36.065415 193.934426 49.084533 1882.167302 688.808549 441.676224 293.554468 58.973660 49.365846 33.816918 35.079793 195.810823 47.203697 1844.289978
T1_1803.long.1803 736.329835 536.537193 344.179077 63.990084 60.263238 35.614462 40.146261 231.740315 58.286443 2107.086909 781.011005 549.104648 366.674210 67.770605 72.638513 37.352522 39.043397 232.774364 56.479902 2202.849166
T1_1860.long.1860 646.005983 411.012992 253.174104 52.116785 47.370969 24.828633 29.350785 186.953645 45.927270 1696.741165 672.411411 438.702539 279.998607 50.091355 46.975174 25.081420 33.666882 188.317510 45.756415 1781.001313
T1_1887.long.1887 669.251452 441.575730 279.604408 52.909695 52.189864 34.726880 32.004436 185.466495 51.861273 1799.590235 639.333957 456.749539 308.552644 57.322521 63.088392 27.956126 32.590141 188.460648 48.439575 1822.493543
T1_1888.long.1888 690.539940 449.257897 250.717791 53.064706 43.843297 28.005317 28.880334 185.607304 54.296977 1784.213564 717.356378 518.204808 304.698852 63.721111 55.137392 28.811167 32.037647 220.880765 57.389778 1998.237899
T1_1904.long.1904 656.094030 430.044030 258.468869 49.889724 45.605048 21.821807 26.498897 169.007181 50.912326 1708.341912 616.423961 416.621514 278.818433 65.436372 53.747081 26.597736 32.901279 190.453537 45.548488 1726.548401
T1_1909.long.1909 594.236888 404.395710 266.445870 58.613378 36.239335 17.345660 26.279492 170.609948 40.563788 1614.730069 575.211848 392.688411 253.846421 55.802078 37.183576 21.619593 26.266245 161.888931 43.288116 1567.795219
T1_1936.long.1936 529.998985 381.082252 196.308297 41.240459 45.346509 13.436532 14.663300 122.559244 45.412602 1390.048180 555.741033 403.454939 198.712238 46.197710 52.398117 13.081591 15.361025 123.499234 48.231555 1456.677442
T1_1959.long.1959 478.873802 367.746995 243.549633 41.778879 39.597411 25.340213 22.604691 149.929206 38.048420 1407.469250 490.187366 356.172126 229.650914 37.664912 43.771990 18.634749 22.700584 133.737643 38.439772 1370.960056
T1_1990.long.1990 663.655082 466.876247 341.869726 47.771980 68.851513 36.350387 36.579046 216.852693 50.919422 1929.726096 738.281628 493.430224 337.210289 56.568114 70.801532 33.813551 36.946027 220.748393 51.744732 2039.544489
T1_2010.long.2010 830.872720 582.741887 369.437421 71.623225 68.150699 35.584313 37.459401 248.270502 59.184009 2303.324177 859.183822 595.533310 371.007563 69.288956 76.042286 43.416956 41.697013 239.843451 57.800865 2353.814223
T1_2019.long.2019 734.038494 482.709250 300.678495 65.901586 56.908426 26.940580 31.608937 198.403946 52.893482 1950.083196 773.155028 503.544193 318.127836 69.856130 64.947476 34.857024 34.153952 190.790876 53.535111 2042.967625
T1_2025.long.2025 633.696160 406.319956 262.860816 49.638853 48.103923 20.799257 25.711437 154.575329 42.870464 1644.576195 543.045826 370.800804 251.971249 48.887550 43.841545 21.203860 23.845210 155.920763 37.211544 1496.728352
T1_2027.long.2027 555.329858 395.582808 293.250023 52.832501 56.450701 27.929437 29.603517 167.163382 42.057751 1620.199979 571.112441 394.238468 236.119474 56.865923 40.061290 22.098620 26.649600 150.904128 41.709395 1539.759340
T1_2028.long.2028 605.374429 389.485455 231.653998 45.811622 44.875992 19.324219 24.569844 145.808377 44.912273 1551.816207 646.685101 414.965126 225.820857 57.535804 44.305288 20.767759 21.284972 148.849172 49.621137 1629.835217
T1_2032.long.2032 779.728831 545.720031 339.666128 63.167835 60.359986 36.293457 35.508597 205.074822 55.445736 2120.965424 750.154487 508.669101 341.524958 58.673389 57.122301 32.893351 31.609431 191.100775 52.117735 2023.865527
T1_2037.long.2037 564.214134 392.752081 258.597628 48.338182 45.894833 19.348855 27.145558 147.453941 39.775795 1543.521006 530.048515 379.181459 252.896174 47.956398 47.747247 27.738711 29.629555 147.428264 40.307602 1502.933926
T1_2064.long.2064 732.021004 492.097158 309.835505 69.498145 61.684224 34.207317 30.356387 219.798595 54.187411 2003.685746 708.157097 501.315085 321.257485 66.650835 61.027138 29.598627 32.501836 227.866460 54.670896 2003.045459
T1_2099.long.2099 760.299973 479.281912 296.018050 55.228710 46.316101 29.553875 32.676348 195.778015 58.565479 1953.718463 779.941307 497.412339 296.581074 63.090577 51.711737 28.683729 33.510199 196.019279 58.473465 2005.423707
T1_2105.long.2105 648.030306 434.088613 270.540637 66.963878 49.154327 25.922551 29.845606 188.194587 49.409436 1762.149940 631.464440 447.633313 295.662446 60.905285 44.222756 24.642289 28.511182 189.119245 47.385982 1769.546939
T1_2108.long.2108 512.762697 348.747117 222.047482 42.114044 35.325334 18.978827 23.652317 150.286904 38.308170 1392.222890 538.877868 344.633518 220.413383 45.742290 42.629154 25.884671 25.260736 146.938773 38.062564 1428.442956
T1_2113.long.2113 650.261638 431.773053 257.637773 47.631451 44.106297 23.157062 29.156868 189.090435 48.529692 1721.344268 624.000218 398.566420 238.334179 47.149560 37.313308 20.677987 25.541976 171.049777 46.356677 1608.990102
T1_2124.long.2124 665.222911 439.437844 282.755301 49.878425 62.042241 34.890043 33.201376 183.031513 48.337415 1798.797068 686.620721 454.940111 260.765361 62.424708 56.670451 29.914160 27.119269 177.447023 49.209256 1805.111060
T1_2155.long.2155 629.461438 430.178207 250.129896 55.943599 51.976268 21.883181 23.083065 165.715471 47.772797 1676.143923 636.049700 437.066074 260.508097 61.968504 46.410195 24.881537 25.953794 166.509034 46.365051 1705.711988
T1_2167.long.2167 664.553904 455.387690 240.746531 57.186062 49.077493 26.587542 24.302880 174.511731 56.499060 1748.852895 668.939584 451.955316 278.057356 68.282452 50.921773 31.177548 29.906768 184.112711 51.802852 1815.156360
T1_2169.long.2169 597.419602 418.449071 292.266523 47.574890 49.830994 24.657437 30.715917 162.904146 42.197630 1666.016210 585.460769 381.053028 260.006899 50.028359 42.154657 22.261050 28.203691 159.436111 39.269339 1567.873903
T1_2196.long.2196 677.344211 433.579064 266.818710 50.131046 52.684509 25.735338 25.196155 188.722550 51.064942 1771.276526 620.644295 414.771975 279.440891 52.434002 51.665355 27.789971 28.410246 181.675427 45.971112 1702.803274
T1_2228.long.2228 627.636965 406.868033 253.905355 54.813935 56.815135 35.931388 27.889579 188.302118 46.154972 1698.317480 675.153750 422.631157 285.852912 56.486755 59.852435 29.682040 35.155393 180.241834 46.791168 1791.847443
T1_2236.long.2236 733.458783 429.693152 285.955626 49.073923 61.610319 20.004188 26.402755 184.518318 46.623939 1837.341002 749.089579 442.236095 249.456526 48.213639 47.352269 20.091469 23.179887 176.418380 54.762883 1810.800728
T1_2288.long.2288 755.481176 550.210253 360.516566 81.486386 58.338416 34.432078 38.116792 208.849488 56.796076 2144.227232 683.512891 517.760351 347.803777 72.508855 54.003703 25.851964 36.761026 208.778007 51.187950 1998.168523
T1_2326.long.2326 570.274390 346.390159 227.670973 46.149276 41.295402 20.629529 24.738459 158.862972 36.928529 1472.939688 595.730035 382.289526 232.153925 45.519687 47.206533 23.166699 23.841910 157.983393 39.542598 1547.434306
T1_2392.long.2392 598.257233 368.296274 236.468259 59.703928 40.949259 20.786799 23.900173 153.690445 39.034574 1541.086944 606.006434 388.143581 256.130330 61.327516 51.837880 28.743531 28.029830 156.988495 42.200528 1619.408126
T1_2405.long.2405 676.390476 454.550197 318.588337 64.170690 59.349655 32.482795 33.123721 190.292196 51.144676 1880.092743 693.278077 479.944905 307.446446 67.620693 49.596843 29.053955 32.441610 210.109147 49.736588 1919.228265
T1_2417.long.2417 620.182069 420.416917 257.654809 60.151260 40.943072 16.638157 24.601494 188.331442 48.836978 1677.756198 599.545846 353.941466 222.701220 52.542675 37.167817 19.454332 22.648317 155.492896 37.400676 1500.895245
T1_2423.long.2423 868.449400 535.649861 332.795788 71.108262 57.757972 29.674988 33.801299 209.559119 57.697093 2196.493781 816.497201 493.077960 312.303466 67.168381 51.501589 19.819337 27.513983 195.407241 52.517744 2035.806901
T1_2468.long.2468 580.573217 424.730566 240.846677 53.989547 63.121760 31.925768 27.956478 152.914527 45.028147 1621.086687 541.060199 390.233414 269.680254 45.738488 48.908073 23.426126 27.247992 163.448519 43.051439 1552.794504
T1_2512.long.2512 637.581012 446.102276 300.109234 56.704279 55.783163 26.233067 33.778850 183.913478 45.680699 1785.886057 658.331397 471.075918 305.329852 57.448832 49.646914 24.866220 30.370145 191.318937 49.360223 1837.748438
T1_2520.long.2520 725.736964 413.964852 224.764648 51.088762 45.239790 23.358025 22.323696 154.014788 48.958485 1709.450009 600.768889 394.975311 230.652583 47.123908 39.690197 20.881805 20.167920 152.731534 47.298428 1554.290576
T1_2530.long.2530 525.855671 391.011626 298.220254 40.620279 58.758245 27.943690 33.411621 174.284056 42.480314 1592.585757 511.787465 367.246141 253.225518 38.980041 63.260995 36.845961 29.659249 167.721625 40.452961 1509.179957
T1_2544.long.2544 534.107614 414.650440 230.021089 44.934911 45.043063 18.786477 20.580790 147.557422 42.284617 1497.966422 554.366700 375.215810 233.073950 47.318986 46.025601 22.950758 26.204851 160.786564 44.343213 1510.286432
T1_2590.long.2590 685.161487 494.990743 304.686871 61.783226 52.578753 31.630976 28.518233 203.346145 56.684797 1919.381230 683.874423 500.307052 322.623496 54.194980 49.535094 32.246833 36.103059 194.749449 59.685406 1933.319791
T1_2608.long.2608 597.088585 402.565400 242.477722 60.055384 43.731620 21.230338 22.807862 174.544852 41.637916 1606.139678 623.671827 419.815175 279.770232 56.882611 40.646148 20.036595 27.787905 175.162688 40.532158 1684.305339
T1_2645.long.2645 649.005800 427.532467 253.190411 48.428988 50.141083 26.423330 25.902382 165.832523 49.440569 1695.897551 671.636119 428.953329 261.781340 50.352409 53.318729 27.209964 28.223618 167.360487 48.875900 1737.711895
T1_2646.long.2646 507.801125 366.886001 232.781621 43.357651 34.513382 17.872696 22.726116 140.735944 41.872660 1408.547196 544.518408 371.096959 234.980419 46.270785 36.805194 18.242940 24.550079 142.010239 41.138117 1459.613140
T1_2701.long.2701 584.196810 417.122131 275.307160 46.269759 53.593130 25.405201 28.068930 155.650733 42.045957 1627.659810 569.246848 435.077277 294.118840 46.612994 59.884884 31.201495 31.838221 165.248473 40.895206 1674.124240
T1_2714.long.2714 566.158951 454.077037 288.345724 46.596978 57.114170 26.228961 24.913891 187.748185 50.455884 1701.639781 607.596589 436.035645 290.931490 50.515033 48.414616 20.431412 24.786500 164.753041 47.851945 1691.316270
T1_2772.long.2772 564.226051 376.325814 252.543838 51.632022 46.284855 19.867632 25.715721 157.840123 41.017370 1535.453426 517.254491 297.512295 187.293114 38.464033 37.050108 19.504669 17.921950 130.020258 35.778505 1280.799424
T1_2795.long.2795 636.262101 429.182857 254.844330 50.448509 47.833560 24.848328 25.446175 172.733383 48.683371 1690.282615 620.738031 449.499666 282.859243 52.368073 38.431115 23.693231 30.067292 175.151019 44.182671 1716.990340
T1_2823.long.2823 531.845249 357.814571 242.675440 43.240392 42.375327 19.472115 23.291775 148.537757 37.640354 1446.892980 522.952113 346.636088 225.167813 48.598234 44.171278 20.042594 23.633949 151.723244 37.729159 1420.654470
T1_2828.long.2828 705.083606 500.789403 236.888602 52.174203 24.481917 11.727951 11.623136 211.313471 66.654357 1820.736646 598.625302 376.230499 233.625486 46.939072 45.875849 23.809484 22.225137 146.051325 43.103570 1536.485722
T1_2845.long.2845 549.634479 403.287167 274.700760 43.991569 44.914557 19.795930 26.165384 172.469335 44.201128 1579.160308 572.198724 419.386799 273.331619 52.123763 41.314035 18.134065 25.211218 172.808359 43.905719 1618.414302
T1_2846.long.2846 573.799031 382.231406 243.457394 51.296273 41.640504 20.639657 25.024601 172.132736 42.322586 1552.544188 610.023363 434.661655 308.684750 51.685862 45.016177 25.124376 33.765411 194.829085 44.719319 1748.509998
T1_2958.long.2958 585.181521 392.991868 274.113592 49.216267 47.067667 28.467813 28.406774 170.091322 41.698093 1617.234918 611.848769 409.710974 284.943713 54.059294 60.393335 32.999615 29.850324 184.404661 41.495020 1709.705705
T1_3025.long.3025 752.847198 526.253062 376.698910 60.463067 64.451595 29.006536 40.871802 239.303875 52.891385 2142.787429 706.906263 501.364787 347.492610 63.663176 51.712896 21.553747 34.062426 226.381248 55.684553 2008.821705
T1_3029.long.3029 684.125082 476.800202 304.094067 59.403213 64.947587 33.273149 33.884212 190.977720 52.697196 1900.202428 706.452876 507.723557 335.699346 60.448886 59.009194 30.155200 39.941881 202.455908 51.082382 1992.969231
T1_3056.long.3056 497.958385 397.578436 265.709643 51.439308 47.648282 18.403084 27.056450 175.216227 39.313701 1520.323515 544.571095 363.212185 223.456790 57.928916 41.051287 16.532208 23.813765 139.486068 38.671058 1448.723371
T1_3121.long.3121 646.687421 397.015694 250.869499 53.512538 45.191250 33.326435 31.891269 174.704689 43.559057 1676.757852 650.059167 417.843864 282.652319 57.648404 55.365732 34.198788 32.537046 200.151595 42.932332 1773.389247
T1_3128.long.3128 769.542172 565.796325 400.360068 75.145691 81.344470 39.419342 44.888719 250.292244 61.956389 2288.745420 746.986275 499.280355 342.178570 68.074888 56.050795 27.820307 38.834506 216.595674 48.241297 2044.062667
T1_3135.long.3135 645.269682 440.176533 295.011974 56.566538 50.593366 25.624348 30.917431 174.193919 44.879420 1763.233213 604.541686 439.617086 314.365226 54.414810 56.949933 30.300049 32.903061 183.010933 42.932564 1759.035346
T1_3143.long.3143 616.553514 421.023072 283.470293 53.487386 42.457620 23.217156 28.710285 180.004555 43.325341 1692.249221 651.872771 444.750491 295.654381 55.964483 49.963866 23.350434 30.283270 171.519700 44.791366 1768.150762
T1_3146.long.3146 648.733674 410.999980 288.480948 57.342421 51.201586 30.133452 29.793340 169.942504 43.533328 1730.161233 610.244104 455.551736 305.049092 66.677300 46.683689 31.005378 33.200952 182.545973 45.347521 1776.305744
T1_3259.long.3259 542.564474 353.686358 229.848319 40.341348 45.541954 19.309851 25.846041 138.529888 37.162644 1432.830877 650.643566 454.617123 299.356369 56.304738 41.743781 18.723411 31.032996 167.385648 44.945021 1764.752653
T1_3299.long.3299 628.415592 427.038719 276.974586 47.665717 46.852251 24.656341 31.838257 163.768904 42.283136 1689.493505 598.111922 408.350132 251.543713 53.812873 56.495664 31.206253 26.807903 168.500717 45.721097 1640.550275
T1_3315.long.3315 564.934979 435.324317 304.727928 55.577540 53.048124 25.210868 31.771856 186.138539 42.019443 1698.753595 617.770391 412.164748 292.716554 59.995182 48.123956 20.105763 30.645585 177.702881 41.430117 1700.655178
T1_3319.long.3319 739.967831 535.058675 330.328990 75.649868 53.594282 27.294387 34.399395 207.061167 58.618641 2061.973236 700.045951 501.550319 322.453721 85.965273 50.124949 27.547567 32.334748 212.631145 49.532696 1982.186370
T1_3408.long.3408 659.251348 481.050228 317.669276 55.383770 54.226985 26.041802 28.380351 193.691402 52.038144 1867.733307 669.833267 454.435289 291.900835 56.653095 57.004069 26.737606 30.375032 185.488231 49.549434 1821.976859
T1_3447.long.3447 697.073909 477.695568 276.413277 67.448456 46.147213 20.327606 26.697390 202.210664 52.025368 1866.039451 740.802534 475.156728 304.967664 61.547017 51.802913 22.491710 27.972499 194.981043 50.599525 1930.321634
T1_3533.long.3533 502.971904 341.666497 224.031387 42.490121 42.688025 27.485445 26.092164 151.701424 37.418520 1396.545489 540.421491 372.354667 240.206605 45.082215 41.825249 26.775458 29.140768 168.586502 42.234622 1506.627577
